YEAR,PLAYER_ID,PLAYER,TEAM_ID,TEAM,GP,FG_PCT,FG3_PCT,FT_PCT,EFF,AST_TOV,PPG,RPG,APG,SPG,BPG,TPG,is_all_nba,POSITION,season_start_year,WinPCT,Start_Year,TeamID,WinningFactor
2012-13,202333,Xavier Henry,1610612740,NOH,50,0.41,0.364,0.63,158,0.42,3.88,1.8,0.26,0.32,0.1,0.62,False,Forward-Guard,2012,0.329,2012,1610612740,51.982
2012-13,202498,Lance Thomas,1610612740,NOH,59,0.5,0.0,0.729,216,1.21,2.5254237288135597,1.9491525423728813,0.288135593220339,0.1864406779661017,0.1186440677966101,0.2372881355932203,False,Forward,2012,0.329,2012,1610612740,71.06400000000001
2012-13,203121,Darius Miller,1610612740,NOH,52,0.407,0.393,1.0,182,1.91,2.269230769230769,1.5,0.8461538461538461,0.3269230769230769,0.2307692307692307,0.4423076923076923,False,Forward,2012,0.329,2012,1610612740,59.878
2012-13,202388,Donald Sloan,1610612740,NOH,23,0.346,0.368,0.8,82,2.71,3.5217391304347827,1.2173913043478262,1.6521739130434785,0.217391304347826,0.0,0.6086956521739131,False,Guard,2012,0.329,2012,1610612740,26.978
2012-13,200811,Lou Amundson,1610612740,NOH,39,0.395,0.0,0.333,129,0.58,1.948717948717949,2.717948717948718,0.282051282051282,0.4102564102564102,0.3076923076923077,0.4871794871794871,False,Forward,2012,0.329,2012,1610612740,42.441
2012-13,202227,Terrel Harris,1610612740,NOH,20,0.148,0.0,0.7,12,0.53,0.75,1.3,0.45,0.1,0.15,0.85,False,Guard,2012,0.329,2012,1610612740,3.9480000000000004
2012-13,203156,Henry Sims,1610612740,NOH,2,0.667,0.0,0.0,4,0.0,2.0,1.0,0.0,0.0,0.0,0.5,False,Center-Forward,2012,0.329,2012,1610612740,1.316
2012-13,202328,Greg Monroe,1610612765,DET,81,0.486,0.0,0.689,1616,1.2,16.02469135802469,9.592592592592592,3.469135802469136,1.2962962962962965,0.6790123456790124,2.888888888888889,False,Forward-Center,2012,0.354,2012,1610612765,572.064
2012-13,202688,Brandon Knight,1610612765,DET,75,0.407,0.367,0.733,829,1.48,13.32,3.293333333333333,4.04,0.7733333333333333,0.1066666666666666,2.7333333333333334,False,Guard,2012,0.354,2012,1610612765,293.466
2012-13,201155,Rodney Stuckey,1610612765,DET,76,0.406,0.302,0.783,789,2.02,11.526315789473683,2.789473684210526,3.5526315789473686,0.6710526315789473,0.2236842105263158,1.763157894736842,False,Guard,2012,0.354,2012,1610612765,279.306
2012-13,101181,Jose Calderon,1610612765,DET,73,0.491,0.461,0.9,1129,4.11,11.315068493150685,2.410958904109589,7.095890410958904,0.7945205479452054,0.1095890410958904,1.726027397260274,False,Guard,2012,0.354,2012,1610612765,399.666
2012-13,202713,Kyle Singler,1610612765,DET,82,0.428,0.35,0.806,732,0.79,8.78048780487805,4.024390243902439,0.9390243902439024,0.6951219512195121,0.4512195121951219,1.195121951219512,False,Forward,2012,0.354,2012,1610612765,259.128
2012-13,101198,Will Bynum,1610612765,DET,65,0.469,0.316,0.809,577,1.85,9.784615384615384,1.4923076923076923,3.5538461538461537,0.6923076923076923,0.0769230769230769,1.9230769230769231,False,Guard,2012,0.354,2012,1610612765,204.25799999999998
2012-13,101131,Jason Maxiell,1610612765,DET,72,0.446,0.0,0.621,699,0.67,6.916666666666667,5.680555555555555,0.75,0.4444444444444444,1.3194444444444444,1.125,False,Forward,2012,0.354,2012,1610612765,247.446
2012-13,203083,Andre Drummond,1610612765,DET,60,0.608,0.5,0.371,826,0.53,7.933333333333334,7.616666666666666,0.5,0.9833333333333332,1.5833333333333333,0.95,False,Center,2012,0.354,2012,1610612765,292.404
2012-13,101111,Charlie Villanueva,1610612765,DET,69,0.377,0.347,0.551,482,1.39,6.768115942028985,3.4927536231884058,0.782608695652174,0.4492753623188406,0.5652173913043478,0.5652173913043478,False,Forward,2012,0.354,2012,1610612765,170.628
2012-13,201973,Jonas Jerebko,1610612765,DET,49,0.449,0.301,0.773,415,1.02,7.693877551020408,3.7755102040816326,0.8775510204081632,0.7755102040816326,0.1632653061224489,0.8571428571428571,False,Forward,2012,0.354,2012,1610612765,146.91
2012-13,203114,Khris Middleton,1610612765,DET,27,0.44,0.311,0.844,167,2.54,6.111111111111111,1.851851851851852,1.037037037037037,0.5555555555555556,0.1481481481481481,0.4074074074074074,False,Forward,2012,0.354,2012,1610612765,59.117999999999995
2012-13,203119,Kim English,1610612765,DET,41,0.375,0.28,0.724,104,1.37,2.902439024390244,0.902439024390244,0.6341463414634146,0.3902439024390244,0.073170731707317,0.4634146341463415,False,Guard,2012,0.354,2012,1610612765,36.815999999999995
2012-13,1894,Corey Maggette,1610612765,DET,18,0.355,0.238,0.75,69,1.12,5.277777777777778,1.3888888888888888,1.0555555555555556,0.3333333333333333,0.1111111111111111,0.9444444444444444,False,Forward,2012,0.354,2012,1610612765,24.426
2012-13,203139,Viacheslav Kravtsov,1610612765,DET,25,0.717,0.0,0.297,92,0.64,3.08,1.8,0.36,0.2,0.36,0.56,False,Center,2012,0.354,2012,1610612765,32.568
2012-13,2430,Carlos Boozer,1610612741,CHI,79,0.477,0.0,0.731,1482,1.02,16.21518987341772,9.759493670886076,2.2658227848101267,0.8354430379746836,0.3544303797468354,2.2278481012658227,False,Forward,2012,0.549,2012,1610612741,813.618
2012-13,2736,Luol Deng,1610612741,CHI,75,0.426,0.322,0.816,1225,1.54,16.493333333333332,6.346666666666667,2.96,1.08,0.4266666666666667,1.92,False,Forward,2012,0.549,2012,1610612741,672.5250000000001
2012-13,101126,Nate Robinson,1610612741,CHI,82,0.433,0.405,0.799,1011,2.49,13.097560975609756,2.2439024390243905,4.365853658536586,1.0365853658536586,0.1219512195121951,1.7560975609756098,False,Guard,2012,0.549,2012,1610612741,555.039
2012-13,201149,Joakim Noah,1610612741,CHI,66,0.481,0.0,0.751,1436,1.49,11.87878787878788,11.106060606060606,3.9696969696969697,1.181818181818182,2.136363636363636,2.6666666666666665,False,Forward-Center,2012,0.549,2012,1610612741,788.364
2012-13,202710,Jimmy Butler,1610612741,CHI,82,0.467,0.381,0.803,876,1.85,8.597560975609756,4.0,1.4024390243902438,0.951219512195122,0.3780487804878049,0.7560975609756098,False,Forward,2012,0.549,2012,1610612741,480.92400000000004
2012-13,201158,Marco Belinelli,1610612741,CHI,73,0.395,0.357,0.839,562,1.8,9.616438356164384,1.917808219178082,2.0273972602739727,0.6027397260273972,0.0821917808219178,1.1232876712328768,False,Guard,2012,0.549,2012,1610612741,308.538
2012-13,201959,Taj Gibson,1610612741,CHI,65,0.485,0.0,0.679,695,0.8,7.953846153846154,5.307692307692308,0.9384615384615383,0.4153846153846154,1.3846153846153846,1.1692307692307693,False,Forward,2012,0.549,2012,1610612741,381.555
2012-13,1888,Richard Hamilton,1610612741,CHI,50,0.429,0.308,0.857,355,1.42,9.8,1.66,2.38,0.48,0.1,1.68,False,Guard,2012,0.549,2012,1610612741,194.895
2012-13,2550,Kirk Hinrich,1610612741,CHI,60,0.377,0.39,0.714,629,3.17,7.65,2.6333333333333333,5.233333333333333,1.05,0.4166666666666667,1.65,False,Guard,2012,0.549,2012,1610612741,345.321
2012-13,1737,Nazr Mohammed,1610612741,CHI,63,0.367,0.0,0.723,289,1.08,2.634920634920635,3.095238095238096,0.4126984126984127,0.3333333333333333,0.5079365079365079,0.3809523809523809,False,Center,2012,0.549,2012,1610612741,158.661
2012-13,201161,Daequan Cook,1610612741,CHI,49,0.305,0.286,0.75,98,1.27,2.795918367346939,1.2448979591836735,0.3877551020408163,0.1632653061224489,0.1428571428571428,0.3061224489795918,False,Guard,2012,0.549,2012,1610612741,53.80200000000001
2012-13,203104,Marquis Teague,1610612741,CHI,48,0.381,0.174,0.563,110,1.8,2.0625,0.9166666666666666,1.3125,0.1875,0.1458333333333333,0.7291666666666666,False,Guard,2012,0.549,2012,1610612741,60.39000000000001
2012-13,2209,Vladimir Radmanovic,1610612741,CHI,25,0.302,0.185,0.667,43,1.14,1.32,1.12,0.32,0.32,0.16,0.28,False,Forward,2012,0.549,2012,1610612741,23.607000000000003
2012-13,202952,Malcolm Thomas,1610612741,CHI,12,0.5,0.0,0.625,28,1.33,1.25,1.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.25,False,Forward,2012,0.549,2012,1610612741,15.372000000000002
2012-13,202326,DeMarcus Cousins,1610612758,SAC,75,0.465,0.182,0.738,1498,0.88,17.066666666666666,9.946666666666667,2.6533333333333333,1.44,0.7333333333333333,3.0,False,Center,2012,0.341,2012,1610612758,510.81800000000004
2012-13,202738,Isaiah Thomas,1610612758,SAC,79,0.44,0.358,0.882,1007,2.26,13.924050632911392,2.037974683544304,4.0,0.8481012658227848,0.0379746835443038,1.7721518987341771,False,Guard,2012,0.341,2012,1610612758,343.387
2012-13,201936,Tyreke Evans,1610612758,SAC,65,0.478,0.338,0.775,1032,1.79,15.184615384615384,4.415384615384616,3.523076923076923,1.3846153846153846,0.4153846153846154,1.9692307692307691,False,Guard,2012,0.341,2012,1610612758,351.91200000000003
2012-13,201977,Marcus Thornton,1610612758,SAC,72,0.429,0.372,0.881,728,1.34,12.72222222222222,2.513888888888889,1.2638888888888888,0.8472222222222222,0.0555555555555555,0.9444444444444444,False,Guard-Forward,2012,0.341,2012,1610612758,248.24800000000002
2012-13,201574,Jason Thompson,1610612758,SAC,82,0.502,0.0,0.694,1098,0.83,10.865853658536585,6.695121951219512,1.024390243902439,0.5853658536585366,0.7439024390243902,1.2317073170731707,False,Forward-Center,2012,0.341,2012,1610612758,374.418
2012-13,202335,Patrick Patterson,1610612758,SAC,71,0.512,0.386,0.762,846,1.33,10.380281690140846,4.746478873239437,1.1408450704225352,0.4366197183098591,0.5633802816901409,0.8591549295774648,False,Forward,2012,0.341,2012,1610612758,288.48600000000005
2012-13,2422,John Salmons,1610612758,SAC,76,0.399,0.371,0.773,703,2.66,8.842105263157896,2.723684210526316,2.973684210526316,0.6710526315789473,0.3289473684210526,1.118421052631579,False,Forward,2012,0.341,2012,1610612758,239.723
2012-13,201962,Toney Douglas,1610612758,SAC,71,0.403,0.38,0.905,530,1.86,7.52112676056338,1.943661971830986,2.126760563380281,1.0,0.0422535211267605,1.1408450704225352,False,Guard,2012,0.341,2012,1610612758,180.73000000000002
2012-13,202690,Jimmer Fredette,1610612758,SAC,69,0.421,0.417,0.859,372,1.35,7.159420289855072,1.0289855072463767,1.3333333333333333,0.4492753623188406,0.0434782608695652,0.9855072463768116,False,Guard,2012,0.341,2012,1610612758,126.852
2012-13,201949,James Johnson,1610612758,SAC,54,0.413,0.095,0.597,309,0.85,5.111111111111111,2.685185185185185,1.0740740740740742,0.7592592592592593,0.925925925925926,1.2592592592592593,False,Forward,2012,0.341,2012,1610612758,105.36900000000001
2012-13,2566,Travis Outlaw,1610612758,SAC,38,0.418,0.28,0.731,165,1.1,5.2631578947368425,1.605263157894737,0.5526315789473685,0.2894736842105263,0.2105263157894736,0.5,False,Forward,2012,0.341,2012,1610612758,56.26500000000001
2012-13,101236,Chuck Hayes,1610612758,SAC,74,0.442,0.0,0.625,490,2.54,2.675675675675676,4.04054054054054,1.5135135135135136,0.4189189189189189,0.2432432432432432,0.5945945945945946,False,Forward-Center,2012,0.341,2012,1610612758,167.09
2012-13,202332,Cole Aldrich,1610612758,SAC,45,0.55,0.0,0.6,190,0.39,2.2222222222222223,2.6666666666666665,0.2,0.1111111111111111,0.5111111111111111,0.5111111111111111,False,Center,2012,0.341,2012,1610612758,64.79
2012-13,202715,Tyler Honeycutt,1610612758,SAC,9,0.273,0.0,1.0,8,0.4,0.8888888888888888,1.1111111111111112,0.2222222222222222,0.0,0.1111111111111111,0.5555555555555556,False,Forward,2012,0.341,2012,1610612758,2.728
2012-13,201564,O.J. Mayo,1610612742,DAL,82,0.449,0.407,0.82,1206,1.72,15.304878048780488,3.548780487804878,4.402439024390244,1.1341463414634143,0.2804878048780488,2.5609756097560976,False,Guard,2012,0.5,2012,1610612742,603.0
2012-13,1713,Vince Carter,1610612742,DAL,81,0.435,0.406,0.816,1104,1.83,13.432098765432098,4.1234567901234565,2.3950617283950617,0.9135802469135802,0.5432098765432098,1.308641975308642,False,Guard-Forward,2012,0.5,2012,1610612742,552.0
2012-13,201954,Darren Collison,1610612742,DAL,81,0.471,0.353,0.88,1125,2.4,12.0,2.703703703703704,5.1234567901234565,1.2345679012345678,0.0987654320987654,2.135802469135802,False,Guard,2012,0.5,2012,1610612742,562.5
2012-13,1717,Dirk Nowitzki,1610612742,DAL,53,0.471,0.414,0.86,1005,1.89,17.30188679245283,6.849056603773585,2.490566037735849,0.7169811320754716,0.6981132075471698,1.320754716981132,False,Forward,2012,0.5,2012,1610612742,502.5
2012-13,1890,Shawn Marion,1610612742,DAL,67,0.514,0.315,0.782,1162,1.58,12.119402985074627,7.835820895522388,2.4328358208955225,1.1194029850746268,0.7014925373134329,1.537313432835821,False,Guard-Forward,2012,0.5,2012,1610612742,581.0
2012-13,2549,Chris Kaman,1610612742,DAL,66,0.507,0.0,0.788,772,0.49,10.5,5.636363636363637,0.7727272727272727,0.4393939393939394,0.7878787878787878,1.5606060606060606,False,Center,2012,0.5,2012,1610612742,386.0
2012-13,201148,Brandan Wright,1610612742,DAL,64,0.597,0.0,0.615,707,1.12,8.453125,4.0625,0.59375,0.40625,1.1875,0.53125,False,Forward-Center,2012,0.5,2012,1610612742,353.5
2012-13,1882,Elton Brand,1610612742,DAL,72,0.473,0.0,0.71,822,1.23,7.194444444444445,5.972222222222222,0.9722222222222222,0.6944444444444444,1.25,0.7916666666666666,False,Forward,2012,0.5,2012,1610612742,411.0
2012-13,203109,Jae Crowder,1610612742,DAL,78,0.384,0.328,0.644,452,1.92,5.0256410256410255,2.3974358974358974,1.205128205128205,0.8076923076923077,0.2179487179487179,0.6282051282051282,False,Forward,2012,0.5,2012,1610612742,226.0
2012-13,2229,Mike James,1610612742,DAL,45,0.373,0.384,0.793,282,2.53,6.066666666666666,1.6,3.088888888888889,0.5777777777777777,0.0666666666666666,1.2222222222222223,False,Guard,2012,0.5,2012,1610612742,141.0
2012-13,201958,Rodrigue Beaubois,1610612742,DAL,45,0.369,0.292,0.789,193,2.54,4.022222222222222,1.2666666666666666,1.8666666666666667,0.4222222222222222,0.0888888888888888,0.7333333333333333,False,Guard,2012,0.5,2012,1610612742,96.5
2012-13,201627,Anthony Morrow,1610612742,DAL,41,0.441,0.372,0.909,130,1.63,4.0,0.7317073170731707,0.3170731707317073,0.3170731707317073,0.024390243902439,0.1951219512195122,False,Guard,2012,0.5,2012,1610612742,65.0
2012-13,203108,Bernard James,1610612742,DAL,46,0.515,0.0,0.61,234,0.33,2.847826086956522,2.847826086956522,0.1304347826086956,0.2608695652173913,0.8260869565217391,0.391304347826087,False,Center,2012,0.5,2012,1610612742,117.0
2012-13,202346,Dominique Jones,1610612742,DAL,29,0.367,0.111,0.66,135,2.18,4.0,1.5517241379310345,2.862068965517241,0.4827586206896552,0.0689655172413793,1.3103448275862069,False,Guard,2012,0.5,2012,1610612742,67.5
2012-13,2211,Troy Murphy,1610612742,DAL,14,0.361,0.314,0.909,90,1.0,4.642857142857143,3.5,0.5,0.7142857142857143,0.4285714285714285,0.5,False,Forward-Center,2012,0.5,2012,1610612742,45.0
2012-13,201604,Chris Douglas-Roberts,1610612742,DAL,6,0.357,0.0,0.7,15,4.0,2.833333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,False,Guard,2012,0.5,2012,1610612742,7.5
2012-13,203099,Jared Cunningham,1610612742,DAL,8,0.429,0.667,1.0,11,0.5,2.0,0.375,0.125,0.125,0.0,0.25,False,Guard,2012,0.5,2012,1610612742,5.5
2012-13,2201,Eddy Curry,1610612742,DAL,2,0.5,0.0,0.25,3,0.0,4.5,2.0,0.0,0.0,0.0,1.5,False,Center,2012,0.5,2012,1610612742,1.5
2012-13,203006,Josh Akognon,1610612742,DAL,3,0.5,0.5,0.0,5,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,False,Guard,2012,0.5,2012,1610612742,2.5
2012-13,203203,Chris Wright,1610612742,DAL,3,0.5,0.0,0.0,0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,False,Guard,2012,0.5,2012,1610612742,0.0
2012-13,202458,Justin Dentmon,1610612742,DAL,2,0.0,0.0,0.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Guard,2012,0.5,2012,1610612742,-1.0
2012-13,201951,Ty Lawson,1610612743,DEN,73,0.461,0.366,0.756,1249,2.75,16.65753424657534,2.712328767123288,6.863013698630137,1.4657534246575343,0.1095890410958904,2.493150684931507,False,Guard,2012,0.695,2012,1610612743,868.055
2012-13,201568,Danilo Gallinari,1610612743,DEN,71,0.418,0.373,0.822,1112,1.59,16.183098591549296,5.169014084507042,2.4788732394366195,0.9014084507042254,0.5070422535211268,1.5633802816901408,False,Forward,2012,0.695,2012,1610612743,772.8399999999999
2012-13,2738,Andre Iguodala,1610612743,DEN,80,0.451,0.317,0.574,1281,2.1,12.975,5.2875,5.4125,1.7375,0.65,2.575,False,Guard-Forward,2012,0.695,2012,1610612743,890.295
2012-13,201147,Corey Brewer,1610612743,DEN,82,0.425,0.296,0.69,813,1.22,12.073170731707316,2.865853658536585,1.5121951219512195,1.4390243902439024,0.2804878048780488,1.2439024390243902,False,Guard-Forward,2012,0.695,2012,1610612743,565.035
2012-13,202702,Kenneth Faried,1610612743,DEN,80,0.552,0.0,0.613,1373,0.68,11.5375,9.175,0.9625,1.0125,1.0375,1.4125,False,Forward-Center,2012,0.695,2012,1610612743,954.2349999999999
2012-13,1889,Andre Miller,1610612743,DEN,82,0.479,0.266,0.84,1060,2.81,9.585365853658535,2.902439024390244,5.902439024390244,0.8902439024390244,0.1341463414634146,2.097560975609756,False,Guard,2012,0.695,2012,1610612743,736.6999999999999
2012-13,201580,JaVale McGee,1610612743,DEN,79,0.575,1.0,0.591,919,0.27,9.075949367088608,4.822784810126582,0.3037974683544304,0.379746835443038,1.9873417721518989,1.139240506329114,False,Center-Forward,2012,0.695,2012,1610612743,638.7049999999999
2012-13,201585,Kosta Koufos,1610612743,DEN,81,0.581,0.0,0.558,1077,0.6,8.0,6.938271604938271,0.3950617283950617,0.5432098765432098,1.271604938271605,0.654320987654321,False,Center,2012,0.695,2012,1610612743,748.515
2012-13,201163,Wilson Chandler,1610612743,DEN,43,0.462,0.413,0.793,565,0.97,13.023255813953488,5.069767441860465,1.3488372093023255,1.0465116279069768,0.2790697674418604,1.3953488372093024,False,Forward,2012,0.695,2012,1610612743,392.67499999999995
2012-13,202706,Jordan Hamilton,1610612743,DEN,40,0.418,0.37,0.5,200,1.21,5.2,2.375,0.575,0.375,0.2,0.475,False,Guard-Forward,2012,0.695,2012,1610612743,139.0
2012-13,203095,Evan Fournier,1610612743,DEN,38,0.493,0.407,0.769,183,1.38,5.315789473684211,0.9210526315789472,1.1578947368421053,0.5,0.0263157894736842,0.8421052631578947,False,Guard-Forward,2012,0.695,2012,1610612743,127.18499999999999
2012-13,201576,Anthony Randolph,1610612743,DEN,39,0.491,0.0,0.689,181,0.32,3.6666666666666665,2.435897435897436,0.3076923076923077,0.4871794871794871,0.5384615384615384,0.9487179487179488,False,,2012,0.695,2012,1610612743,125.79499999999999
2012-13,202389,Timofey Mozgov,1610612743,DEN,41,0.506,0.0,0.769,174,0.36,2.6341463414634148,2.609756097560976,0.2195121951219512,0.1463414634146341,0.4390243902439024,0.6097560975609756,False,Center,2012,0.695,2012,1610612743,120.92999999999999
2012-13,203113,Quincy Miller,1610612743,DEN,7,0.333,0.0,0.5,5,3.0,1.2857142857142858,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.0,0.1428571428571428,False,Forward,2012,0.695,2012,1610612743,3.4749999999999996
2012-13,202933,Julyan Stone,1610612743,DEN,4,1.0,0.0,0.75,10,1.0,1.75,0.75,0.5,0.25,0.0,0.5,False,Guard,2012,0.695,2012,1610612743,6.949999999999999
2012-13,2216,Zach Randolph,1610612763,MEM,76,0.46,0.087,0.75,1445,0.72,15.38157894736842,11.236842105263158,1.4210526315789471,0.8026315789473685,0.4078947368421052,1.973684210526316,False,Forward,2012,0.683,2012,1610612763,986.9350000000001
2012-13,201144,Mike Conley,1610612763,MEM,80,0.44,0.362,0.83,1315,2.58,14.6,2.8125,6.0875,2.175,0.3,2.3625,False,Guard,2012,0.683,2012,1610612763,898.1450000000001
2012-13,201188,Marc Gasol,1610612763,MEM,80,0.494,0.071,0.848,1641,2.02,14.0875,7.775,3.975,1.0,1.7375,1.9625,True,Center,2012,0.683,2012,1610612763,1120.803
2012-13,2419,Tayshaun Prince,1610612763,MEM,82,0.438,0.404,0.738,901,2.2,10.390243902439025,4.439024390243903,2.3902439024390243,0.5853658536585366,0.3048780487804878,1.0853658536585369,False,Forward,2012,0.683,2012,1610612763,615.383
2012-13,2754,Tony Allen,1610612763,MEM,79,0.445,0.125,0.717,828,1.04,8.924050632911392,4.594936708860759,1.240506329113924,1.5063291139240509,0.5569620253164557,1.1898734177215189,False,Guard-Forward,2012,0.683,2012,1610612763,565.524
2012-13,201573,Jerryd Bayless,1610612763,MEM,80,0.419,0.353,0.836,708,2.2,8.6625,2.2,3.3,0.7375,0.2125,1.5,False,Guard,2012,0.683,2012,1610612763,483.564
2012-13,202334,Ed Davis,1610612763,MEM,81,0.539,0.0,0.617,920,1.0,7.691358024691358,5.679012345679013,0.7777777777777778,0.4691358024691358,1.0493827160493827,0.7777777777777778,False,Center-Forward,2012,0.683,2012,1610612763,628.36
2012-13,202347,Quincy Pondexter,1610612763,MEM,59,0.428,0.395,0.787,380,1.45,6.3559322033898304,2.23728813559322,1.0338983050847457,0.5932203389830508,0.1016949152542373,0.711864406779661,False,Forward,2012,0.683,2012,1610612763,259.54
2012-13,201589,Darrell Arthur,1610612763,MEM,59,0.451,0.278,0.717,368,0.77,6.135593220338983,2.864406779661017,0.559322033898305,0.4067796610169492,0.559322033898305,0.7288135593220338,False,Forward,2012,0.683,2012,1610612763,251.34400000000002
2012-13,201948,Austin Daye,1610612763,MEM,55,0.433,0.418,0.765,293,1.45,4.490909090909091,2.2363636363636363,0.7636363636363637,0.2545454545454545,0.4,0.5272727272727272,False,Forward,2012,0.683,2012,1610612763,200.11900000000003
2012-13,203100,Tony Wroten,1610612763,MEM,35,0.384,0.25,0.724,84,1.48,2.6,0.8,1.2285714285714286,0.2285714285714285,0.1142857142857142,0.8285714285714286,False,Guard,2012,0.683,2012,1610612763,57.37200000000001
2012-13,202720,Jon Leuer,1610612763,MEM,28,0.481,0.0,0.462,65,1.0,2.0,1.3214285714285714,0.2857142857142857,0.2142857142857142,0.0,0.2857142857142857,False,Forward,2012,0.683,2012,1610612763,44.395
2012-13,2039,Keyon Dooling,1610612763,MEM,7,0.476,0.417,0.857,24,1.6,4.428571428571429,0.1428571428571428,1.1428571428571428,0.1428571428571428,0.0,0.7142857142857143,False,Guard,2012,0.683,2012,1610612763,16.392000000000003
2012-13,203187,Chris Johnson,1610612763,MEM,8,0.44,0.333,0.5,28,0.67,3.625,1.375,0.25,0.5,0.0,0.375,False,Forward,2012,0.683,2012,1610612763,19.124000000000002
2012-13,202729,Josh Selby,1610612763,MEM,10,0.273,0.167,0.636,4,0.57,2.0,0.5,0.4,0.2,0.0,0.7,False,Guard,2012,0.683,2012,1610612763,2.732
2012-13,202354,Dexter Pittman,1610612763,MEM,11,0.364,0.0,0.0,7,0.0,0.7272727272727273,1.0909090909090908,0.0,0.0,0.0,0.2727272727272727,False,Center,2012,0.683,2012,1610612763,4.781000000000001
2012-13,201609,Goran Dragic,1610612756,PHX,77,0.443,0.319,0.748,1292,2.68,14.727272727272728,3.090909090909091,7.389610389610389,1.6103896103896105,0.3376623376623376,2.7532467532467533,False,Guard,2012,0.305,2012,1610612756,394.06
2012-13,2449,Luis Scola,1610612756,PHX,82,0.472,0.188,0.787,1215,1.44,12.78048780487805,6.597560975609756,2.2195121951219514,0.8170731707317073,0.4268292682926829,1.5365853658536586,False,Forward,2012,0.305,2012,1610612756,370.575
2012-13,201162,Jared Dudley,1610612756,PHX,79,0.468,0.391,0.796,902,2.01,10.89873417721519,3.1012658227848102,2.569620253164557,0.9493670886075948,0.1012658227848101,1.2784810126582278,False,Forward,2012,0.305,2012,1610612756,275.11
2012-13,201563,Michael Beasley,1610612756,PHX,75,0.405,0.313,0.746,585,0.77,10.12,3.76,1.48,0.4133333333333333,0.4533333333333333,1.92,False,Forward,2012,0.305,2012,1610612756,178.42499999999998
2012-13,101162,Marcin Gortat,1610612756,PHX,61,0.521,0.0,0.652,991,0.76,11.147540983606556,8.459016393442623,1.2295081967213115,0.6557377049180327,1.6065573770491803,1.6229508196721312,False,Center,2012,0.305,2012,1610612756,302.255
2012-13,202693,Markieff Morris,1610612756,PHX,82,0.407,0.336,0.732,790,1.04,8.170731707317072,4.829268292682927,1.3170731707317074,0.9390243902439024,0.7804878048780488,1.2682926829268293,False,Forward,2012,0.305,2012,1610612756,240.95
2012-13,200769,Shannon Brown,1610612756,PHX,59,0.42,0.277,0.784,516,1.46,10.457627118644067,2.5254237288135597,1.8305084745762712,1.0,0.2542372881355932,1.2542372881355932,False,Guard,2012,0.305,2012,1610612756,157.38
2012-13,202694,Marcus Morris Sr.,1610612756,PHX,77,0.422,0.369,0.564,568,0.81,7.740259740259741,3.5974025974025974,0.8051948051948052,0.5844155844155844,0.2597402597402597,1.0,False,Forward,2012,0.305,2012,1610612756,173.24
2012-13,200782,P.J. Tucker,1610612756,PHX,79,0.473,0.314,0.744,723,1.63,6.405063291139241,4.430379746835443,1.379746835443038,0.7848101265822784,0.240506329113924,0.8481012658227848,False,Forward,2012,0.305,2012,1610612756,220.515
2012-13,979,Jermaine O'Neal,1610612756,PHX,55,0.482,0.0,0.835,602,0.57,8.254545454545454,5.327272727272727,0.7636363636363637,0.3454545454545454,1.4181818181818182,1.3272727272727274,False,Center-Forward,2012,0.305,2012,1610612756,183.60999999999999
2012-13,202325,Wesley Johnson,1610612756,PHX,50,0.407,0.323,0.771,305,0.71,7.98,2.46,0.68,0.44,0.36,0.96,False,Forward-Guard,2012,0.305,2012,1610612756,93.02499999999999
2012-13,203088,Kendall Marshall,1610612756,PHX,48,0.371,0.315,0.571,196,2.51,2.9791666666666665,0.875,2.9791666666666665,0.4583333333333333,0.0833333333333333,1.1875,False,Guard,2012,0.305,2012,1610612756,59.78
2012-13,201632,Hamed Haddadi,1610612756,PHX,30,0.427,0.0,0.519,149,0.39,2.8,3.7,0.4,0.2,0.9,1.0333333333333334,False,Center,2012,0.305,2012,1610612756,45.445
2012-13,203197,Diante Garrett,1610612756,PHX,19,0.327,0.2,0.5,42,1.94,2.1052631578947367,0.7894736842105263,1.631578947368421,0.5263157894736842,0.0,0.8421052631578947,False,Guard,2012,0.305,2012,1610612756,12.81
2012-13,202545,Luke Zeller,1610612756,PHX,16,0.346,0.2,0.0,15,0.0,1.1875,0.625,0.1875,0.0,0.0,0.0,False,Forward-Center,2012,0.305,2012,1610612756,4.575
2012-13,201167,Arron Afflalo,1610612753,ORL,64,0.439,0.3,0.857,875,1.49,16.515625,3.734375,3.21875,0.625,0.171875,2.15625,False,Guard,2012,0.244,2012,1610612753,213.5
2012-13,202696,Nikola Vucevic,1610612753,ORL,77,0.519,0.0,0.683,1599,1.01,13.090909090909092,11.909090909090908,1.8571428571428568,0.7922077922077922,1.025974025974026,1.8311688311688312,False,Center,2012,0.244,2012,1610612753,390.156
