YEAR,PLAYER_ID,PLAYER,TEAM_ID,TEAM,GP,FG_PCT,FG3_PCT,FT_PCT,EFF,AST_TOV,PPG,RPG,APG,SPG,BPG,TPG,is_all_nba,POSITION,season_start_year,WinPCT,Start_Year,TeamID,WinningFactor
2015-16,203584,Troy Daniels,1610612766,CHA,43,0.476,0.484,0.556,208,0.88,5.627906976744186,1.3255813953488371,0.4883720930232558,0.2558139534883721,0.0697674418604651,0.5581395348837209,False,Guard,2015,0.585,2015,1610612766,121.67999999999999
2015-16,201946,Tyler Hansbrough,1610612766,CHA,44,0.451,0.667,0.585,142,0.67,2.363636363636364,2.022727272727273,0.1818181818181818,0.2727272727272727,0.1590909090909091,0.2727272727272727,False,,2015,0.585,2015,1610612766,83.07
2015-16,203077,Michael Kidd-Gilchrist,1610612766,CHA,7,0.541,0.429,0.69,104,1.13,12.714285714285714,6.428571428571429,1.2857142857142858,0.4285714285714285,0.4285714285714285,1.1428571428571428,False,Forward,2015,0.585,2015,1610612766,60.839999999999996
2015-16,203268,Jorge Gutierrez,1610612766,CHA,12,0.545,0.0,0.909,37,2.83,1.8333333333333333,0.5833333333333334,1.4166666666666667,0.25,0.0,0.5,False,Guard,2015,0.585,2015,1610612766,21.645
2015-16,1626151,Aaron Harrison,1610612766,CHA,21,0.263,0.3,0.417,16,0.5,0.8571428571428571,0.7142857142857143,0.0952380952380952,0.2857142857142857,0.0,0.1904761904761904,False,Guard,2015,0.585,2015,1610612766,9.36
2015-16,202343,Elliot Williams,1610612766,CHA,5,0.2,0.25,0.75,6,4.0,1.6,0.8,0.8,0.0,0.0,0.2,False,Guard,2015,0.585,2015,1610612766,3.51
2015-16,203952,Andrew Wiggins,1610612750,MIN,81,0.459,0.3,0.761,1237,0.9,20.679012345679013,3.592592592592593,2.0246913580246915,0.9629629629629628,0.5679012345679012,2.246913580246914,False,Forward,2015,0.354,2015,1610612750,437.89799999999997
2015-16,1626157,Karl-Anthony Towns,1610612750,MIN,82,0.542,0.341,0.811,1955,0.88,18.32926829268293,10.46341463414634,1.9634146341463412,0.7073170731707317,1.6829268292682926,2.231707317073171,False,Center-Forward,2015,0.354,2015,1610612750,692.0699999999999
2015-16,203897,Zach LaVine,1610612750,MIN,82,0.452,0.389,0.793,992,1.62,14.024390243902438,2.7804878048780486,3.0609756097560976,0.8414634146341463,0.2073170731707317,1.8902439024390243,False,Guard,2015,0.354,2015,1610612750,351.168
2015-16,203498,Shabazz Muhammad,1610612750,MIN,82,0.465,0.289,0.764,722,0.74,10.524390243902438,3.256097560975609,0.6341463414634146,0.2926829268292683,0.0853658536585365,0.8536585365853658,False,Guard-Forward,2015,0.354,2015,1610612750,255.588
2015-16,203476,Gorgui Dieng,1610612750,MIN,82,0.532,0.3,0.827,1291,1.02,10.085365853658535,7.134146341463414,1.7439024390243902,1.146341463414634,1.170731707317073,1.7073170731707317,False,Center,2015,0.354,2015,1610612750,457.01399999999995
2015-16,201937,Ricky Rubio,1610612750,MIN,76,0.374,0.326,0.847,1314,3.41,10.078947368421051,4.289473684210527,8.657894736842104,2.131578947368421,0.131578947368421,2.539473684210526,False,Guard,2015,0.354,2015,1610612750,465.15599999999995
2015-16,202357,Nemanja Bjelica,1610612750,MIN,60,0.468,0.384,0.727,460,1.75,5.133333333333334,3.5,1.3666666666666667,0.4333333333333333,0.35,0.7833333333333333,False,Forward,2015,0.354,2015,1610612750,162.84
2015-16,2419,Tayshaun Prince,1610612750,MIN,77,0.445,0.174,0.684,331,2.74,2.8701298701298703,1.9090909090909087,0.961038961038961,0.4675324675324675,0.1688311688311688,0.3506493506493506,False,Forward,2015,0.354,2015,1610612750,117.17399999999999
2015-16,1626145,Tyus Jones,1610612750,MIN,37,0.359,0.302,0.718,201,3.27,4.216216216216216,1.2702702702702702,2.918918918918919,0.8378378378378378,0.081081081081081,0.8918918918918919,False,Guard,2015,0.354,2015,1610612750,71.154
2015-16,203940,Adreian Payne,1610612750,MIN,52,0.366,0.281,0.654,162,0.81,2.5384615384615383,2.1346153846153846,0.5576923076923077,0.3076923076923077,0.2115384615384615,0.6923076923076923,False,Forward,2015,0.354,2015,1610612750,57.348
2015-16,708,Kevin Garnett,1610612750,MIN,38,0.47,0.0,0.667,288,3.88,3.210526315789474,3.947368421052632,1.631578947368421,0.7368421052631579,0.2631578947368421,0.4210526315789473,False,Forward,2015,0.354,2015,1610612750,101.952
2015-16,204014,Damjan Rudez,1610612750,MIN,33,0.403,0.34,1.0,60,0.85,2.272727272727273,0.6060606060606061,0.3333333333333333,0.0909090909090909,0.0303030303030303,0.3939393939393939,False,Forward,2015,0.354,2015,1610612750,21.24
2015-16,201593,Nikola Pekovic,1610612750,MIN,12,0.38,0.0,0.8,43,1.22,4.5,1.75,0.9166666666666666,0.0833333333333333,0.0,0.75,False,Center,2015,0.354,2015,1610612750,15.222
2015-16,202962,Greg Smith,1610612750,MIN,18,0.563,0.0,0.412,65,0.86,2.388888888888889,2.333333333333333,0.3333333333333333,0.2222222222222222,0.0555555555555555,0.3888888888888889,False,Center,2015,0.354,2015,1610612750,23.009999999999998
2015-16,202330,Gordon Hayward,1610612762,UTA,80,0.433,0.349,0.824,1426,1.47,19.725,4.9625,3.7,1.1875,0.3375,2.525,False,Forward,2015,0.488,2015,1610612762,695.888
2015-16,203918,Rodney Hood,1610612762,UTA,79,0.42,0.359,0.86,1001,1.7,14.544303797468354,3.3797468354430378,2.6962025316455698,0.9240506329113924,0.2025316455696202,1.5822784810126582,False,Guard-Forward,2015,0.488,2015,1610612762,488.488
2015-16,202324,Derrick Favors,1610612762,UTA,62,0.515,0.0,0.709,1207,0.9,16.387096774193548,8.112903225806452,1.5161290322580645,1.1935483870967742,1.467741935483871,1.6774193548387095,False,Forward,2015,0.488,2015,1610612762,589.016
2015-16,203504,Trey Burke,1610612762,UTA,64,0.413,0.344,0.817,513,1.85,10.609375,1.75,2.3125,0.546875,0.09375,1.25,False,Guard,2015,0.488,2015,1610612762,250.344
2015-16,203497,Rudy Gobert,1610612762,UTA,61,0.559,0.0,0.569,1104,0.8,9.131147540983608,10.950819672131148,1.4918032786885247,0.7377049180327869,2.2131147540983607,1.8688524590163933,False,Center,2015,0.488,2015,1610612762,538.752
2015-16,1626168,Trey Lyles,1610612762,UTA,80,0.438,0.383,0.695,555,0.91,6.1,3.7375,0.7375,0.325,0.225,0.8125,False,Forward,2015,0.488,2015,1610612762,270.84
2015-16,203526,Raul Neto,1610612762,UTA,81,0.431,0.395,0.743,469,1.6,5.876543209876544,1.4814814814814814,2.1481481481481484,0.7654320987654321,0.0246913580246913,1.345679012345679,False,Guard,2015,0.488,2015,1610612762,228.87199999999999
2015-16,202344,Trevor Booker,1610612762,UTA,79,0.49,0.293,0.67,784,1.02,5.860759493670886,5.7215189873417724,1.0506329113924051,0.7468354430379747,0.5189873417721519,1.0253164556962024,False,Forward,2015,0.488,2015,1610612762,382.592
2015-16,202714,Shelvin Mack,1610612762,UTA,52,0.439,0.312,0.738,456,1.97,8.615384615384615,2.4615384615384617,3.5961538461538463,0.6538461538461539,0.0576923076923076,1.8269230769230769,False,Guard,2015,0.488,2015,1610612762,222.528
2015-16,202692,Alec Burks,1610612762,UTA,31,0.41,0.405,0.752,323,1.24,13.290322580645162,3.5161290322580645,2.032258064516129,0.5806451612903226,0.1290322580645161,1.6451612903225807,False,Guard,2015,0.488,2015,1610612762,157.624
2015-16,204060,Joe Ingles,1610612762,UTA,81,0.426,0.386,0.722,411,1.48,4.222222222222222,1.8641975308641976,1.1851851851851851,0.6790123456790124,0.0493827160493827,0.8024691358024691,False,Forward-Guard,2015,0.488,2015,1610612762,200.56799999999998
2015-16,203481,Jeff Withey,1610612762,UTA,51,0.537,0.0,0.729,365,0.71,4.254901960784314,3.392156862745098,0.392156862745098,0.4117647058823529,1.03921568627451,0.5490196078431373,False,Center,2015,0.488,2015,1610612762,178.12
2015-16,203187,Chris Johnson,1610612762,UTA,70,0.371,0.273,0.81,264,1.13,2.9285714285714284,1.8857142857142857,0.6428571428571429,0.4571428571428571,0.2857142857142857,0.5714285714285714,False,Forward,2015,0.488,2015,1610612762,128.832
2015-16,202407,Elijah Millsap,1610612762,UTA,20,0.282,0.083,0.722,58,2.11,1.8,1.75,0.95,0.35,0.15,0.45,False,Guard-Forward,2015,0.488,2015,1610612762,28.304
2015-16,202353,Tibor Pleiss,1610612762,UTA,12,0.44,0.0,1.0,22,0.25,2.0,1.25,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.6666666666666666,False,Center,2015,0.488,2015,1610612762,10.736
2015-16,1626266,JJ O'Brien,1610612762,UTA,2,0.0,0.0,0.0,1,0.0,0.0,0.5,0.0,0.5,0.0,0.0,False,Forward,2015,0.488,2015,1610612762,0.488
2015-16,2546,Carmelo Anthony,1610612752,NYK,72,0.434,0.339,0.829,1543,1.7,21.84722222222222,7.722222222222222,4.152777777777778,0.8611111111111112,0.5277777777777778,2.4444444444444446,False,Forward,2015,0.39,2015,1610612752,601.77
2015-16,204001,Kristaps Porzingis,1610612752,NYK,72,0.421,0.333,0.838,1162,0.78,14.27777777777778,7.305555555555555,1.3055555555555556,0.7361111111111112,1.8611111111111112,1.6805555555555556,False,Forward-Center,2015,0.39,2015,1610612752,453.18
2015-16,201167,Arron Afflalo,1610612752,NYK,71,0.443,0.382,0.84,806,1.76,12.80281690140845,3.746478873239437,2.028169014084507,0.352112676056338,0.1408450704225352,1.1549295774647887,False,Guard,2015,0.39,2015,1610612752,314.34000000000003
2015-16,201577,Robin Lopez,1610612752,NYK,82,0.539,0.0,0.795,1232,0.86,10.268292682926829,7.341463414634147,1.3902439024390243,0.1951219512195122,1.5731707317073171,1.6219512195121952,False,Center,2015,0.39,2015,1610612752,480.48
2015-16,202682,Derrick Williams,1610612752,NYK,80,0.45,0.293,0.758,721,1.23,9.325,3.7,0.9375,0.3625,0.1125,0.7625,False,Forward,2015,0.39,2015,1610612752,281.19
2015-16,204038,Langston Galloway,1610612752,NYK,82,0.393,0.344,0.754,773,3.39,7.621951219512195,3.5121951219512195,2.524390243902439,0.9390243902439024,0.2682926829268293,0.7439024390243902,False,Guard,2015,0.39,2015,1610612752,301.47
2015-16,101181,Jose Calderon,1610612752,NYK,72,0.459,0.414,0.875,802,3.42,7.555555555555555,3.180555555555556,4.138888888888889,0.875,0.0972222222222222,1.2083333333333333,False,Guard,2015,0.39,2015,1610612752,312.78000000000003
2015-16,202498,Lance Thomas,1610612752,NYK,59,0.442,0.404,0.857,410,0.93,8.203389830508474,2.2203389830508478,0.8983050847457628,0.3728813559322034,0.1186440677966101,0.9661016949152542,False,Forward,2015,0.39,2015,1610612752,159.9
2015-16,1626170,Jerian Grant,1610612752,NYK,76,0.394,0.22,0.78,455,2.03,5.605263157894737,1.881578947368421,2.3289473684210527,0.6578947368421053,0.131578947368421,1.144736842105263,False,Guard,2015,0.39,2015,1610612752,177.45000000000002
2015-16,203124,Kyle O'Quinn,1610612752,NYK,65,0.476,0.227,0.767,483,1.18,4.753846153846154,3.8461538461538463,1.1076923076923078,0.3076923076923077,0.7538461538461538,0.9384615384615383,False,Center-Forward,2015,0.39,2015,1610612752,188.37
2015-16,2756,Sasha Vujacic,1610612752,NYK,61,0.383,0.364,0.821,346,1.91,4.852459016393443,2.442622950819672,1.3770491803278688,0.5573770491803278,0.081967213114754,0.7213114754098361,False,Guard,2015,0.39,2015,1610612752,134.94
2015-16,202338,Kevin Seraphin,1610612752,NYK,48,0.41,0.0,0.826,236,1.09,3.8958333333333335,2.625,0.9791666666666666,0.1666666666666666,0.75,0.8958333333333334,False,Forward-Center,2015,0.39,2015,1610612752,92.04
2015-16,203100,Tony Wroten,1610612752,NYK,8,0.338,0.176,0.541,22,0.69,8.375,2.625,2.5,0.375,0.0,3.625,False,Guard,2015,0.39,2015,1610612752,8.58
2015-16,200811,Lou Amundson,1610612752,NYK,29,0.358,0.0,0.519,64,0.8,1.793103448275862,1.6896551724137931,0.4137931034482758,0.2068965517241379,0.2413793103448276,0.5172413793103449,False,Forward,2015,0.39,2015,1610612752,24.96
2015-16,203921,Cleanthony Early,1610612752,NYK,17,0.3,0.267,0.75,30,0.67,1.8235294117647056,1.5294117647058822,0.3529411764705882,0.1176470588235294,0.1764705882352941,0.5294117647058824,False,Forward,2015,0.39,2015,1610612752,11.700000000000001
2015-16,203648,Thanasis Antetokounmpo,1610612752,NYK,2,0.75,0.0,0.0,6,0.0,3.0,0.5,0.0,0.0,0.0,0.0,False,Forward,2015,0.39,2015,1610612752,2.34
2015-16,202322,John Wall,1610612764,WAS,77,0.424,0.351,0.791,1736,2.48,19.883116883116884,4.922077922077922,10.246753246753247,1.8831168831168832,0.7662337662337663,4.12987012987013,False,Guard,2015,0.5,2015,1610612764,868.0
2015-16,101162,Marcin Gortat,1610612764,WAS,75,0.567,0.0,0.705,1489,0.88,13.493333333333334,9.88,1.413333333333333,0.6266666666666667,1.28,1.6133333333333333,False,Center,2015,0.5,2015,1610612764,744.5
2015-16,203078,Bradley Beal,1610612764,WAS,55,0.449,0.387,0.767,780,1.45,17.418181818181818,3.418181818181818,2.9454545454545453,0.9818181818181818,0.2,2.036363636363636,False,Guard,2015,0.5,2015,1610612764,390.0
2015-16,203490,Otto Porter Jr.,1610612764,WAS,75,0.473,0.367,0.754,1040,1.71,11.613333333333332,5.213333333333333,1.6,1.4,0.4266666666666667,0.9333333333333332,False,Forward,2015,0.5,2015,1610612764,520.0
2015-16,201196,Ramon Sessions,1610612764,WAS,82,0.473,0.324,0.756,807,2.08,9.878048780487806,2.475609756097561,2.914634146341464,0.5609756097560976,0.0609756097560975,1.4024390243902438,False,Guard,2015,0.5,2015,1610612764,403.5
2015-16,202693,Markieff Morris,1610612764,WAS,64,0.425,0.303,0.735,746,0.92,11.953125,5.5,1.9375,0.90625,0.53125,2.109375,False,Forward,2015,0.5,2015,1610612764,373.0
2015-16,201162,Jared Dudley,1610612764,WAS,81,0.478,0.42,0.735,828,2.14,7.876543209876543,3.5308641975308643,2.111111111111111,0.925925925925926,0.2222222222222222,0.9876543209876544,False,Forward,2015,0.5,2015,1610612764,414.0
2015-16,201977,Marcus Thornton,1610612764,WAS,61,0.399,0.337,0.848,486,1.65,9.672131147540984,2.459016393442623,1.3770491803278688,0.7704918032786885,0.0655737704918032,0.8360655737704918,False,Guard-Forward,2015,0.5,2015,1610612764,243.0
2015-16,202066,Garrett Temple,1610612764,WAS,80,0.398,0.345,0.728,619,2.19,7.275,2.65,1.75,0.8625,0.225,0.8,False,Guard-Forward,2015,0.5,2015,1610612764,309.5
2015-16,2403,Nene,1610612764,WAS,57,0.544,0.0,0.578,632,1.28,9.210526315789474,4.543859649122807,1.7017543859649122,0.9473684210526316,0.4561403508771929,1.3333333333333333,False,Center-Forward,2015,0.5,2015,1610612764,316.0
2015-16,202390,Gary Neal,1610612764,WAS,40,0.465,0.41,0.855,330,1.62,9.75,2.075,1.175,0.5,0.025,0.725,False,Guard,2015,0.5,2015,1610612764,165.0
2015-16,1626162,Kelly Oubre Jr.,1610612764,WAS,63,0.427,0.316,0.633,238,0.38,3.746031746031746,2.111111111111111,0.2063492063492063,0.3492063492063492,0.1111111111111111,0.5396825396825397,False,Forward-Guard,2015,0.5,2015,1610612764,119.0
2015-16,201581,JJ Hickson,1610612764,WAS,35,0.516,0.0,0.447,233,0.92,5.885714285714286,3.7714285714285714,0.6571428571428571,0.4285714285714285,0.4,0.7142857142857143,False,Center-Forward,2015,0.5,2015,1610612764,116.5
2015-16,2400,Drew Gooden,1610612764,WAS,30,0.32,0.171,0.643,111,1.0,2.7333333333333334,2.833333333333333,0.4333333333333333,0.2666666666666666,0.3666666666666666,0.4333333333333333,False,Forward,2015,0.5,2015,1610612764,55.5
2015-16,101187,Alan Anderson,1610612764,WAS,13,0.356,0.324,0.733,67,7.0,5.0,2.076923076923077,1.0769230769230769,0.3076923076923077,0.0769230769230769,0.1538461538461538,False,Forward-Guard,2015,0.5,2015,1610612764,33.5
2015-16,204067,Jarell Eddie,1610612764,WAS,26,0.308,0.319,1.0,51,5.0,2.423076923076923,0.8846153846153846,0.1923076923076923,0.1923076923076923,0.0384615384615384,0.0384615384615384,False,Guard-Forward,2015,0.5,2015,1610612764,25.5
2015-16,201971,DeJuan Blair,1610612764,WAS,29,0.412,0.0,0.385,76,0.73,2.103448275862069,1.9655172413793105,0.3793103448275862,0.2758620689655172,0.0689655172413793,0.5172413793103449,False,Center-Forward,2015,0.5,2015,1610612764,38.0
2015-16,202695,Kawhi Leonard,1610612759,SAS,72,0.506,0.443,0.874,1715,1.77,21.15277777777778,6.847222222222222,2.583333333333333,1.7777777777777777,0.9861111111111112,1.4583333333333333,True,Forward,2015,0.817,2015,1610612759,1401.155
2015-16,200746,LaMarcus Aldridge,1610612759,SAS,74,0.513,0.0,0.858,1541,1.11,17.986486486486488,8.54054054054054,1.4864864864864864,0.5135135135135135,1.0945945945945943,1.337837837837838,True,Center-Forward,2015,0.817,2015,1610612759,1258.9969999999998
2015-16,2225,Tony Parker,1610612759,SAS,72,0.493,0.415,0.76,945,2.89,11.90277777777778,2.4444444444444446,5.263888888888889,0.75,0.1527777777777778,1.8194444444444444,False,Guard,2015,0.817,2015,1610612759,772.0649999999999
2015-16,201988,Patty Mills,1610612759,SAS,81,0.425,0.384,0.81,700,2.97,8.518518518518519,1.9506172839506173,2.7901234567901234,0.7283950617283951,0.074074074074074,0.9382716049382716,False,Guard,2015,0.817,2015,1610612759,571.9
2015-16,201980,Danny Green,1610612759,SAS,79,0.376,0.332,0.739,722,1.88,7.240506329113924,3.835443037974684,1.7848101265822784,1.0,0.810126582278481,0.9493670886075948,False,Guard,2015,0.817,2015,1610612759,589.8739999999999
2015-16,1938,Manu Ginobili,1610612759,SAS,58,0.453,0.391,0.813,597,1.79,9.56896551724138,2.5172413793103448,3.0517241379310347,1.137931034482759,0.1896551724137931,1.706896551724138,False,Guard,2015,0.817,2015,1610612759,487.74899999999997
2015-16,2561,David West,1610612759,SAS,78,0.545,0.429,0.788,816,2.1,7.102564102564102,3.9615384615384617,1.8333333333333333,0.5641025641025641,0.7051282051282052,0.8717948717948718,False,Forward,2015,0.817,2015,1610612759,666.6719999999999
2015-16,1495,Tim Duncan,1610612759,SAS,61,0.488,0.0,0.702,902,1.81,8.557377049180328,7.327868852459017,2.672131147540984,0.7704918032786885,1.278688524590164,1.475409836065574,False,Center-Forward,2015,0.817,2015,1610612759,736.934
2015-16,2755,Kevin Martin,1610612759,SAS,55,0.372,0.36,0.89,375,1.07,9.345454545454546,2.0,1.0545454545454545,0.4727272727272727,0.0545454545454545,0.9818181818181818,False,Guard,2015,0.817,2015,1610612759,306.375
2015-16,2564,Boris Diaw,1610612759,SAS,76,0.527,0.362,0.737,643,1.81,6.381578947368421,3.0657894736842106,2.3157894736842106,0.3421052631578947,0.2763157894736842,1.2763157894736843,False,Center-Forward,2015,0.817,2015,1610612759,525.331
2015-16,203937,Kyle Anderson,1610612759,SAS,78,0.468,0.324,0.747,569,2.08,4.487179487179487,3.128205128205128,1.5769230769230769,0.7692307692307693,0.3717948717948718,0.7564102564102564,False,Forward-Guard,2015,0.817,2015,1610612759,464.873
2015-16,203613,Jonathon Simmons,1610612759,SAS,55,0.504,0.383,0.75,318,1.09,6.0181818181818185,1.7454545454545454,1.0545454545454545,0.4363636363636363,0.0909090909090909,0.9636363636363636,False,Forward,2015,0.817,2015,1610612759,259.806
2015-16,1626246,Boban Marjanovic,1610612759,SAS,54,0.603,0.0,0.763,422,0.72,5.5,3.592592592592593,0.3888888888888889,0.2222222222222222,0.4259259259259259,0.5370370370370371,False,Center,2015,0.817,2015,1610612759,344.774
2015-16,1889,Andre Miller,1610612759,SAS,39,0.557,0.25,0.75,206,2.35,3.692307692307693,1.3076923076923077,2.230769230769231,0.4102564102564102,0.0,0.9487179487179488,False,Guard,2015,0.817,2015,1610612759,168.302
2015-16,203492,Ray McCallum,1610612759,SAS,41,0.377,0.357,0.8,145,2.5,3.341463414634146,1.146341463414634,1.4634146341463414,0.2926829268292683,0.1707317073170731,0.5853658536585366,False,Guard,2015,0.817,2015,1610612759,118.46499999999999
2015-16,2446,Rasual Butler,1610612759,SAS,46,0.471,0.306,0.688,172,3.0,2.6956521739130435,1.2173913043478262,0.5217391304347826,0.2826086956521739,0.5,0.1739130434782608,False,Forward,2015,0.817,2015,1610612759,140.524
2015-16,2588,Matt Bonner,1610612759,SAS,30,0.509,0.441,0.75,87,3.0,2.533333333333333,0.9,0.3,0.2,0.0333333333333333,0.1,False,Center-Forward,2015,0.817,2015,1610612759,71.079
2015-16,202690,Jimmer Fredette,1610612759,SAS,6,0.4,0.5,0.8,5,0.5,1.5,0.0,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,False,Guard,2015,0.817,2015,1610612759,4.085
2015-16,201572,Brook Lopez,1610612751,BKN,73,0.511,0.143,0.787,1575,0.83,20.56164383561644,7.8493150684931505,2.0,0.7945205479452054,1.6986301369863013,2.3972602739726026,False,Center,2015,0.256,2015,1610612751,403.2
2015-16,201152,Thaddeus Young,1610612751,BKN,73,0.514,0.233,0.644,1385,1.0,15.095890410958903,9.04109589041096,1.8630136986301369,1.5342465753424657,0.5068493150684932,1.8630136986301369,False,Forward,2015,0.256,2015,1610612751,354.56
2015-16,202711,Bojan Bogdanovic,1610612751,BKN,79,0.433,0.382,0.833,713,0.86,11.227848101265822,3.2278481012658227,1.2531645569620251,0.3670886075949367,0.0632911392405063,1.4556962025316456,False,Forward,2015,0.256,2015,1610612751,182.528
2015-16,201961,Wayne Ellington,1610612751,BKN,76,0.389,0.358,0.857,499,1.84,7.7105263157894735,2.289473684210526,1.0921052631578947,0.631578947368421,0.0657894736842105,0.5921052631578947,False,Guard,2015,0.256,2015,1610612751,127.744
2015-16,203499,Shane Larkin,1610612751,BKN,78,0.442,0.361,0.776,745,2.34,7.256410256410256,2.3076923076923075,4.384615384615385,1.2179487179487178,0.1538461538461538,1.871794871794872,False,Guard,2015,0.256,2015,1610612751,190.72
2015-16,202388,Donald Sloan,1610612751,BKN,61,0.44,0.384,0.75,599,3.35,6.950819672131147,2.836065573770492,4.39344262295082,0.5245901639344263,0.0655737704918032,1.3114754098360657,False,Guard,2015,0.256,2015,1610612751,153.344
2015-16,101127,Jarrett Jack,1610612751,BKN,32,0.391,0.304,0.893,500,2.51,12.84375,4.25,7.375,1.0625,0.21875,2.9375,False,Guard,2015,0.256,2015,1610612751,128.0
2015-16,203900,Markel Brown,1610612751,BKN,62,0.394,0.314,0.755,357,1.69,5.854838709677419,1.967741935483871,1.467741935483871,0.6129032258064516,0.2419354838709677,0.8709677419354839,False,Guard,2015,0.256,2015,1610612751,91.392
2015-16,203930,Sean Kilpatrick,1610612751,BKN,31,0.456,0.342,0.896,259,0.94,11.129032258064516,1.8064516129032255,0.935483870967742,0.3870967741935484,0.064516129032258,1.0,False,Guard,2015,0.256,2015,1610612751,66.304
2015-16,203080,Thomas Robinson,1610612751,BKN,71,0.447,0.0,0.431,495,0.67,4.323943661971831,5.056338028169014,0.647887323943662,0.5492957746478874,0.5070422535211268,0.971830985915493,False,Forward,2015,0.256,2015,1610612751,126.72
2015-16,200745,Andrea Bargnani,1610612751,BKN,46,0.455,0.188,0.825,244,0.69,6.608695652173913,2.108695652173913,0.391304347826087,0.0869565217391304,0.1956521739130435,0.5652173913043478,False,Center-Forward,2015,0.256,2015,1610612751,62.464
2015-16,203186,Willie Reed,1610612751,BKN,39,0.571,0.0,0.545,252,0.63,4.666666666666667,3.128205128205128,0.2564102564102564,0.1538461538461538,0.7692307692307693,0.4102564102564102,False,Center,2015,0.256,2015,1610612751,64.512
2015-16,1626178,Rondae Hollis-Jefferson,1610612751,BKN,29,0.457,0.286,0.712,303,1.65,5.758620689655173,5.310344827586207,1.4827586206896552,1.3448275862068966,0.5517241379310345,0.896551724137931,False,Forward,2015,0.256,2015,1610612751,77.568
2015-16,1626191,Chris McCullough,1610612751,BKN,24,0.404,0.382,0.478,137,0.6,4.666666666666667,2.833333333333333,0.375,1.1666666666666667,0.5,0.625,False,Forward,2015,0.256,2015,1610612751,35.072
2015-16,203508,Sergey Karasev,1610612751,BKN,40,0.405,0.297,0.929,130,1.59,2.425,1.45,0.875,0.15,0.05,0.55,False,Guard-Forward,2015,0.256,2015,1610612751,33.28
2015-16,203156,Henry Sims,1610612751,BKN,14,0.429,0.0,0.833,134,0.75,6.5,5.142857142857143,0.6428571428571429,0.6428571428571429,1.0,0.8571428571428571,False,Center-Forward,2015,0.256,2015,1610612751,34.304
2015-16,202712,Justin Harper,1610612751,BKN,5,0.4,0.444,0.5,6,0.0,2.6,0.2,0.0,0.2,0.0,0.4,False,Forward,2015,0.256,2015,1610612751,1.536
2015-16,202704,Reggie Jackson,1610612765,DET,79,0.434,0.353,0.864,1331,2.21,18.848101265822784,3.2025316455696204,6.227848101265823,0.7468354430379747,0.1392405063291139,2.8227848101265822,False,Guard,2015,0.537,2015,1610612765,714.7470000000001
2015-16,203083,Andre Drummond,1610612765,DET,81,0.521,0.333,0.355,1769,0.43,16.22222222222222,14.790123456790123,0.8271604938271605,1.469135802469136,1.382716049382716,1.9135802469135803,True,Center,2015,0.537,2015,1610612765,949.9530000000001
2015-16,202694,Marcus Morris Sr.,1610612765,DET,80,0.434,0.362,0.749,1083,1.44,14.1375,5.05,2.5125,0.8375,0.2875,1.75,False,Forward,2015,0.537,2015,1610612765,581.571
2015-16,202699,Tobias Harris,1610612765,DET,76,0.469,0.335,0.831,1279,1.56,14.68421052631579,6.7105263157894735,2.223684210526316,0.8552631578947368,0.5263157894736842,1.4210526315789471,False,Forward,2015,0.537,2015,1610612765,686.8230000000001
2015-16,203484,Kentavious Caldwell-Pope,1610612765,DET,76,0.42,0.309,0.811,947,1.31,14.539473684210526,3.710526315789474,1.8157894736842104,1.4473684210526316,0.2236842105263158,1.381578947368421,False,Guard,2015,0.537,2015,1610612765,508.53900000000004
2015-16,1626169,Stanley Johnson,1610612765,DET,73,0.375,0.307,0.784,573,1.03,8.123287671232877,4.191780821917808,1.6164383561643836,0.7534246575342466,0.1643835616438356,1.5616438356164384,False,Forward-Guard,2015,0.537,2015,1610612765,307.701
2015-16,203382,Aron Baynes,1610612765,DET,81,0.505,0.0,0.764,726,0.76,6.345679012345679,4.7407407407407405,0.6296296296296297,0.2592592592592592,0.6419753086419753,0.8271604938271605,False,Center-Forward,2015,0.537,2015,1610612765,389.862
2015-16,201229,Anthony Tolliver,1610612765,DET,72,0.386,0.36,0.617,456,1.86,5.319444444444445,3.180555555555556,0.7222222222222222,0.3611111111111111,0.2222222222222222,0.3888888888888889,False,Forward,2015,0.537,2015,1610612765,244.872
2015-16,2581,Steve Blake,1610612765,DET,58,0.388,0.344,0.8,340,2.47,4.379310344827586,1.5344827586206895,3.4482758620689653,0.4137931034482758,0.0862068965517241,1.396551724137931,False,Guard,2015,0.537,2015,1610612765,182.58
2015-16,1626199,Darrun Hilliard,1610612765,DET,38,0.397,0.38,0.725,125,1.42,4.0,1.1842105263157894,0.7105263157894737,0.2368421052631578,0.0263157894736842,0.5,False,Guard,2015,0.537,2015,1610612765,67.125
2015-16,203493,Reggie Bullock Jr.,1610612765,DET,37,0.439,0.415,0.933,165,3.38,3.2972972972972974,1.837837837837838,0.7297297297297297,0.2702702702702703,0.054054054054054,0.2162162162162162,False,Guard-Forward,2015,0.537,2015,1610612765,88.605
2015-16,203946,Cameron Bairstow,1610612765,DET,18,0.325,0.2,0.875,41,1.5,1.8888888888888888,1.5555555555555556,0.3333333333333333,0.1111111111111111,0.1666666666666666,0.2222222222222222,False,Forward-Center,2015,0.537,2015,1610612765,22.017000000000003
