PLAYER_ID,PLAYER,TEAM_ID,TEAM,GP,FG_PCT,FG3_PCT,FT_PCT,REB,AST,STL,BLK,TOV,PTS,EFF,AST_TOV,PPG,RPG,APG,SPG,BPG,TPG,YEAR,POSITION,season_start_year,WinPCT,Start_Year,TeamID,is_all_nba
202722,Davis Bertans,1610612760,OKC,6,0.375,0.4,0.933,5,5,2,1,0,32,34,0.0,5.333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,2023-24,Forward,2023,0.684,2023,1610612760,False
203995,Vasilije Micic,1610612760,OKC,8,0.375,0.357,0.667,4,22,1,0,10,27,27,2.2,3.375,0.5,2.75,0.125,0.0,1.25,2023-24,Guard,2023,0.684,2023,1610612760,False
1630544,Tre Mann,1610612760,OKC,6,0.556,0.375,1.0,12,8,1,0,5,24,32,1.6,4.0,2.0,1.3333333333333333,0.16666666666666666,0.0,0.8333333333333334,2023-24,Guard,2023,0.684,2023,1610612760,False
1630322,Lindy Waters III,1610612760,OKC,8,0.444,0.412,0.0,6,5,0,1,0,23,25,0.0,2.875,0.75,0.625,0.0,0.125,0.0,2023-24,Forward,2023,0.684,2023,1610612760,False
1630846,Olivier Sarr,1610612760,OKC,5,0.5,0.667,0.667,20,1,0,5,2,12,31,0.5,2.4,4.0,0.2,0.0,1.0,0.4,2023-24,Center,2023,0.684,2023,1610612760,False
1630197,Aleksej Pokusevski,1610612760,OKC,6,0.222,0.167,0.5,7,5,0,1,3,6,8,1.67,1.0,1.1666666666666667,0.8333333333333334,0.0,0.16666666666666666,0.5,2023-24,Forward,2023,0.684,2023,1610612760,False
1641749,Keyontae Johnson,1610612760,OKC,1,0.0,0.0,0.0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,Forward,2023,0.684,2023,1610612760,False
201939,Stephen Curry,1610612744,GSW,18,0.476,0.431,0.932,90,84,13,4,64,523,465,1.31,29.055555555555557,5.0,4.666666666666667,0.7222222222222222,0.2222222222222222,3.5555555555555554,2023-24,Guard,2023,0.45,2023,1610612744,False
202691,Klay Thompson,1610612744,GSW,19,0.406,0.361,0.87,73,43,8,11,38,299,239,1.13,15.736842105263158,3.8421052631578947,2.263157894736842,0.42105263157894735,0.5789473684210527,2.0,2023-24,Guard,2023,0.45,2023,1610612744,False
203952,Andrew Wiggins,1610612744,GSW,18,0.433,0.267,0.593,79,21,6,7,32,230,170,0.66,12.777777777777779,4.388888888888889,1.1666666666666667,0.3333333333333333,0.3888888888888889,1.7777777777777777,2023-24,Forward,2023,0.45,2023,1610612744,False
203967,Dario Saric,1610612744,GSW,20,0.454,0.376,0.842,117,49,14,6,21,212,282,2.33,10.6,5.85,2.45,0.7,0.3,1.05,2023-24,Forward-Center,2023,0.45,2023,1610612744,False
1630228,Jonathan Kuminga,1610612744,GSW,19,0.449,0.25,0.686,57,19,10,7,26,209,162,0.73,11.0,3.0,1.0,0.5263157894736842,0.3684210526315789,1.368421052631579,2023-24,Forward,2023,0.45,2023,1610612744,False
1630541,Moses Moody,1610612744,GSW,20,0.492,0.375,0.742,68,23,16,6,11,173,202,2.09,8.65,3.4,1.15,0.8,0.3,0.55,2023-24,Guard,2023,0.45,2023,1610612744,False
101108,Chris Paul,1610612744,GSW,18,0.399,0.328,0.929,65,131,27,1,20,161,277,6.55,8.944444444444445,3.611111111111111,7.277777777777778,1.5,0.05555555555555555,1.1111111111111112,2023-24,Guard,2023,0.45,2023,1610612744,False
203110,Draymond Green,1610612744,GSW,12,0.483,0.472,0.833,66,63,6,8,25,121,190,2.52,10.083333333333334,5.5,5.25,0.5,0.6666666666666666,2.0833333333333335,2023-24,Forward,2023,0.45,2023,1610612744,False
1626172,Kevon Looney,1610612744,GSW,20,0.585,0.0,0.704,173,56,15,7,19,115,305,2.95,5.75,8.65,2.8,0.75,0.35,0.95,2023-24,Forward,2023,0.45,2023,1610612744,False
1641764,Brandin Podziemski,1610612744,GSW,14,0.458,0.441,0.733,60,31,7,2,14,102,139,2.21,7.285714285714286,4.285714285714286,2.2142857142857144,0.5,0.14285714285714285,1.0,2023-24,Guard,2023,0.45,2023,1610612744,False
